<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2019.03.06	13:00:00	94885	95370	94865	95280	26406	70134	5
2019.03.06	13:05:00	95280	95490	95230	95440	20066	64927	5
2019.03.06	13:10:00	95445	95445	95310	95405	19882	61610	5
2019.03.06	13:15:00	95400	95470	95250	95270	16923	58299	5
2019.03.06	13:20:00	95265	95350	95115	95220	23033	83898	5
2019.03.06	13:25:00	95220	95455	95130	95360	25081	94080	5
2019.03.06	13:30:00	95360	95435	95250	95310	16475	58591	5
2019.03.06	13:35:00	95310	95315	95160	95210	15712	56574	5
2019.03.06	13:40:00	95210	95315	95140	95145	16678	55612	5
2019.03.06	13:45:00	95145	95165	94955	94990	25343	89260	5
2019.03.06	13:50:00	94985	94990	94715	94765	31889	110165	5
2019.03.06	13:55:00	94760	94820	94670	94790	22380	79951	5
2019.03.06	14:00:00	94795	94915	94770	94845	17662	58894	5
2019.03.06	14:05:00	94845	94965	94800	94935	13298	48426	5
2019.03.06	14:10:00	94935	94995	94855	94860	14514	53506	5
2019.03.06	14:15:00	94860	94930	94770	94805	23718	67256	5
2019.03.06	14:20:00	94805	94830	94605	94705	35933	105894	5
2019.03.06	14:25:00	94700	94765	94580	94620	22396	62491	5
2019.03.06	14:30:00	94620	94720	94580	94685	14521	47371	5
2019.03.06	14:35:00	94680	94765	94590	94760	14176	52049	5
2019.03.06	14:40:00	94760	94770	94645	94710	14883	49988	5
2019.03.06	14:45:00	94705	94715	94540	94650	21614	63280	5
2019.03.06	14:50:00	94650	94695	94585	94610	13180	36693	5
2019.03.06	14:55:00	94610	94645	94555	94630	13736	39740	5
2019.03.06	15:00:00	94630	94695	94585	94605	11533	38230	5
2019.03.06	15:05:00	94605	94635	94510	94545	19104	65326	5
2019.03.06	15:10:00	94550	94665	94540	94665	7903	26961	5
2019.03.06	15:15:00	94660	94760	94645	94735	13757	47672	5
2019.03.06	15:20:00	94740	94755	94600	94660	15651	51735	5
2019.03.06	15:25:00	94660	94740	94645	94695	9778	33415	5
2019.03.06	15:30:00	94700	94825	94630	94755	15760	53076	5
2019.03.06	15:35:00	94755	94840	94735	94830	11153	41567	5
2019.03.06	15:40:00	94835	94865	94765	94780	10425	37767	5
2019.03.06	15:45:00	94785	94815	94740	94790	9028	31214	5
2019.03.06	15:50:00	94790	94890	94785	94880	9133	35755	5
2019.03.06	15:55:00	94885	94910	94790	94800	12379	43235	5
2019.03.06	16:00:00	94795	94925	94780	94910	10499	36015	5
2019.03.06	16:05:00	94910	94915	94825	94865	11120	44407	5
2019.03.06	16:10:00	94870	94885	94765	94765	12170	42836	5
2019.03.06	16:15:00	94770	94805	94710	94750	11628	39979	5
2019.03.06	16:20:00	94745	94820	94715	94795	9846	35618	5
2019.03.06	16:25:00	94800	94805	94715	94760	9106	30964	5
2019.03.06	16:30:00	94760	94785	94715	94760	7487	27717	5
2019.03.06	16:35:00	94755	94815	94755	94780	6439	21764	5
2019.03.06	16:40:00	94780	94795	94720	94775	6693	24723	5
2019.03.06	16:45:00	94775	94845	94750	94755	11510	42313	5
2019.03.06	16:50:00	94755	94785	94725	94745	7108	24237	5
2019.03.06	16:55:00	94745	94775	94695	94730	9646	35376	5
2019.03.06	17:00:00	94730	94775	94720	94750	4749	17604	5
2019.03.06	17:05:00	94750	94790	94705	94740	6999	26529	5
2019.03.06	17:10:00	94745	94755	94675	94690	7423	29242	5
2019.03.06	17:15:00	94690	94765	94685	94745	7081	26130	5
2019.03.06	17:20:00	94745	94800	94720	94725	6431	26209	5
2019.03.06	17:25:00	94730	94765	94715	94750	4073	19858	5
2019.03.06	17:30:00	94755	94825	94735	94820	4450	19083	5
2019.03.06	17:35:00	94815	94870	94775	94785	7871	30931	5
2019.03.06	17:40:00	94780	94835	94775	94815	3725	15069	5
2019.03.06	17:45:00	94815	94835	94780	94785	3483	13082	5
2019.03.06	17:50:00	94790	94810	94705	94720	5588	22014	5
2019.03.06	17:55:00	94715	94790	94650	94775	6231	29057	5
2019.03.06	18:00:00	94780	94815	94740	94800	2436	10063	5
2019.03.06	18:05:00	94795	94820	94670	94670	2839	13019	5
2019.03.07	09:00:00	94600	94745	94580	94740	11684	37309	5
2019.03.07	09:05:00	94735	94770	94685	94735	10105	33492	5
2019.03.07	09:10:00	94740	94765	94585	94610	12730	38937	5
2019.03.07	09:15:00	94610	94645	94535	94595	16244	53721	5
2019.03.07	09:20:00	94600	94700	94590	94650	13403	39977	5
2019.03.07	09:25:00	94655	94655	94575	94640	8879	28350	5
2019.03.07	09:30:00	94645	94675	94440	94510	24871	73945	5
2019.03.07	09:35:00	94505	94525	94410	94450	15056	43981	5
2019.03.07	09:40:00	94455	94465	94350	94425	16144	49637	5
2019.03.07	09:45:00	94430	94540	94385	94515	17189	52074	5
2019.03.07	09:50:00	94515	94570	94485	94565	12183	39047	5
2019.03.07	09:55:00	94565	94640	94520	94625	13803	42097	5
2019.03.07	10:00:00	94630	94790	94590	94730	36924	106205	5
2019.03.07	10:05:00	94735	94795	94595	94630	23984	75679	5
2019.03.07	10:10:00	94635	94650	94440	94440	28711	90192	5
2019.03.07	10:15:00	94445	94490	94320	94340	31319	98431	5
2019.03.07	10:20:00	94345	94470	94270	94460	26029	80332	5
2019.03.07	10:25:00	94460	94645	94440	94640	24625	77947	5
2019.03.07	10:30:00	94635	94710	94550	94670	24083	78076	5
2019.03.07	10:35:00	94670	94730	94560	94690	20639	64192	5
2019.03.07	10:40:00	94695	94915	94680	94900	27351	90782	5
2019.03.07	10:45:00	94900	94950	94810	94835	23078	73739	5
2019.03.07	10:50:00	94835	94965	94825	94940	15732	54420	5
2019.03.07	10:55:00	94940	94995	94840	94945	14054	51615	5
2019.03.07	11:00:00	94940	95050	94940	95025	16757	57759	5
2019.03.07	11:05:00	95020	95035	94900	94930	12243	41954	5
2019.03.07	11:10:00	94930	95045	94900	94970	13839	48431	5
2019.03.07	11:15:00	94970	95085	94965	95060	13099	44118	5
2019.03.07	11:20:00	95065	95095	94930	94930	13689	45948	5
2019.03.07	11:25:00	94930	95005	94905	94975	11039	37277	5
2019.03.07	11:30:00	94975	94985	94755	94780	31178	106099	5
2019.03.07	11:35:00	94780	94780	94460	94515	40634	141240	5
2019.03.07	11:40:00	94515	94585	94415	94505	25953	91183	5
2019.03.07	11:45:00	94510	94525	94370	94400	22491	82275	5
2019.03.07	11:50:00	94395	94480	94325	94460	25523	90926	5
2019.03.07	11:55:00	94455	94525	94410	94505	18019	66732	5
2019.03.07	12:00:00	94510	94560	94410	94545	15037	59438	5
2019.03.07	12:05:00	94545	94595	94485	94505	15985	60809	5
2019.03.07	12:10:00	94500	94650	94465	94650	15850	56944	5
2019.03.07	12:15:00	94650	94690	94525	94560	18182	67515	5
2019.03.07	12:20:00	94565	94665	94530	94630	11547	41304	5
2019.03.07	12:25:00	94630	94720	94630	94675	13464	51037	5
2019.03.07	12:30:00	94670	94735	94605	94695	11455	45530	5
2019.03.07	12:35:00	94695	94860	94695	94820	16334	62558	5
2019.03.07	12:40:00	94815	94830	94750	94825	10362	40317	5
2019.03.07	12:45:00	94820	94960	94820	94945	14497	54771	5
2019.03.07	12:50:00	94945	94975	94875	94935	12085	49040	5
2019.03.07	12:55:00	94940	94985	94815	94825	13753	53472	5
2019.03.07	13:00:00	94825	94925	94760	94855	18016	65620	5
2019.03.07	13:05:00	94855	94895	94815	94885	7916	30028	5
2019.03.07	13:10:00	94885	94910	94820	94885	8086	31668	5
2019.03.07	13:15:00	94880	94905	94745	94755	10508	40268	5
2019.03.07	13:20:00	94755	94825	94640	94690	16978	61532	5
2019.03.07	13:25:00	94690	94810	94660	94780	10975	42507	5
2019.03.07	13:30:00	94775	94870	94775	94795	12623	45047	5
2019.03.07	13:35:00	94795	94850	94725	94740	10791	39567	5
2019.03.07	13:40:00	94740	94790	94680	94690	11178	40762	5
2019.03.07	13:45:00	94695	94745	94650	94695	12583	45043	5
2019.03.07	13:50:00	94700	94735	94620	94655	12110	44794	5
2019.03.07	13:55:00	94650	94850	94650	94830	14770	58159	5
2019.03.07	14:00:00	94825	94825	94735	94800	10388	40337	5
2019.03.07	14:05:00	94800	94835	94720	94735	9204	37533	5
2019.03.07	14:10:00	94730	94850	94710	94840	9324	38019	5
2019.03.07	14:15:00	94845	94890	94760	94785	12855	48023	5
2019.03.07	14:20:00	94785	94865	94740	94855	9251	37470	5
2019.03.07	14:25:00	94860	94900	94795	94870	10658	44949	5
2019.03.07	14:30:00	94865	94930	94800	94905	13736	57948	5
2019.03.07	14:35:00	94900	94905	94790	94845	9097	37797	5
2019.03.07	14:40:00	94840	94855	94760	94790	8140	35909	5
2019.03.07	14:45:00	94790	94800	94710	94780	11100	47207	5
2019.03.07	14:50:00	94785	94820	94735	94805	8847	36859	5
2019.03.07	14:55:00	94805	94840	94770	94810	7297	31674	5
2019.03.07	15:00:00	94815	94820	94750	94795	7122	29351	5
2019.03.07	15:05:00	94795	94795	94640	94685	13791	54372	5
2019.03.07	15:10:00	94685	94745	94665	94730	10897	45374	5
2019.03.07	15:15:00	94735	94830	94705	94825	11385	46677	5
2019.03.07	15:20:00	94825	94835	94745	94755	10592	43510	5
2019.03.07	15:25:00	94760	94795	94700	94795	8978	37488	5
2019.03.07	15:30:00	94790	94795	94660	94670	9402	41954	5
2019.03.07	15:35:00	94675	94680	94605	94660	14322	60250	5
2019.03.07	15:40:00	94665	94710	94655	94675	9607	39021	5
2019.03.07	15:45:00	94675	94700	94630	94640	8921	35354	5
2019.03.07	15:50:00	94640	94710	94565	94595	15814	62141	5
2019.03.07	15:55:00	94595	94610	94525	94540	12991	51954	5
2019.03.07	16:00:00	94540	94575	94500	94570	11194	45257	5
2019.03.07	16:05:00	94570	94585	94470	94555	12901	52085	5
2019.03.07	16:10:00	94555	94580	94520	94570	8550	32426	5
2019.03.07	16:15:00	94570	94640	94560	94625	12099	47257	5
2019.03.07	16:20:00	94625	94630	94565	94590	8527	31789	5
2019.03.07	16:25:00	94595	94790	94570	94755	16876	65103	5
2019.03.07	16:30:00	94760	94790	94665	94710	11091	46792	5
2019.03.07	16:35:00	94710	94740	94615	94645	11884	46445	5
2019.03.07	16:40:00	94650	94695	94600	94640	9271	36661	5
2019.03.07	16:45:00	94635	94635	94450	94470	18012	73643	5
2019.03.07	16:50:00	94475	94495	94400	94470	14522	57874	5
2019.03.07	16:55:00	94465	94665	94460	94595	19972	78631	5
2019.03.07	17:00:00	94600	94965	94550	94865	27030	103541	5
2019.03.07	17:05:00	94870	94900	94760	94900	13004	49624	5
2019.03.07	17:10:00	94895	94965	94820	94860	14071	59820	5
2019.03.07	17:15:00	94860	95145	94860	95100	17562	68371	5
2019.03.07	17:20:00	95100	95195	95055	95135	12421	46356	5
2019.03.07	17:25:00	95135	95170	95015	95035	10701	39478	5
2019.03.07	17:30:00	95030	95080	95000	95040	5991	22825	5
2019.03.07	17:35:00	95035	95060	94965	94980	5694	19903	5
2019.03.07	17:40:00	94980	95010	94900	94940	6160	24742	5
2019.03.07	17:45:00	94935	95070	94925	95005	6248	27015	5
2019.03.07	17:50:00	95005	95020	94935	94965	5074	21246	5
2019.03.07	17:55:00	94960	95075	94920	94940	5570	26288	5
2019.03.07	18:00:00	94940	94950	94895	94915	1986	8796	5
2019.03.07	18:05:00	94910	95160	94840	95160	2945	14098	5
2019.03.08	09:00:00	94620	94755	94545	94635	12601	37195	5
2019.03.08	09:05:00	94635	94645	94485	94500	11392	40050	5
2019.03.08	09:10:00	94495	94615	94480	94535	12743	42753	5
2019.03.08	09:15:00	94540	94645	94530	94600	9374	30876	5
2019.03.08	09:20:00	94600	94610	94470	94495	12202	41978	5
2019.03.08	09:25:00	94490	94630	94470	94620	11028	36544	5
2019.03.08	09:30:00	94620	94630	94455	94510	15304	48841	5
2019.03.08	09:35:00	94505	94535	94455	94500	9617	30987	5
2019.03.08	09:40:00	94495	94540	94455	94500	8328	26842	5
2019.03.08	09:45:00	94500	94565	94465	94485	8191	25376	5
2019.03.08	09:50:00	94485	94550	94425	94475	10669	33769	5
2019.03.08	09:55:00	94475	94550	94455	94465	8074	25314	5
2019.03.08	10:00:00	94465	94515	94370	94390	15369	47444	5
2019.03.08	10:05:00	94395	94420	94310	94320	17405	56653	5
2019.03.08	10:10:00	94325	94365	94255	94290	21061	66945	5
2019.03.08	10:15:00	94290	94415	94125	94290	29867	87816	5
2019.03.08	10:20:00	94290	94365	94210	94350	12022	39884	5
2019.03.08	10:25:00	94355	94375	94210	94220	9470	27555	5
2019.03.08	10:30:00	94225	94490	93810	94160	57482	163559	5
2019.03.08	10:35:00	94160	94270	94080	94145	26846	84663	5
2019.03.08	10:40:00	94145	94290	94090	94190	21517	68365	5
2019.03.08	10:45:00	94190	94320	94135	94310	15210	52190	5
2019.03.08	10:50:00	94310	94390	94175	94350	21864	71141	5
2019.03.08	10:55:00	94350	94410	94225	94310	18301	59040	5
2019.03.08	11:00:00	94305	94310	94115	94125	17639	56681	5
2019.03.08	11:05:00	94130	94130	93955	94010	22608	75506	5
2019.03.08	11:10:00	94010	94125	93960	94120	11880	37156	5
2019.03.08	11:15:00	94115	94205	94095	94105	13978	49596	5
2019.03.08	11:20:00	94110	94225	94095	94175	12694	42385	5
2019.03.08	11:25:00	94175	94465	94175	94425	23619	82264	5
2019.03.08	11:30:00	94425	94690	94355	94655	37823	117302	5
2019.03.08	11:35:00	94650	94935	94640	94855	37500	131170	5
2019.03.08	11:40:00	94850	94915	94755	94785	26194	91551	5
2019.03.08	11:45:00	94780	94840	94740	94785	13590	49116	5
2019.03.08	11:50:00	94790	94800	94675	94705	12395	44804	5
2019.03.08	11:55:00	94710	94715	94525	94535	17813	66401	5
2019.03.08	12:00:00	94530	94815	94525	94785	23977	82194	5
2019.03.08	12:05:00	94785	94830	94610	94695	17696	58318	5
2019.03.08	12:10:00	94695	94735	94585	94595	14497	49506	5
2019.03.08	12:15:00	94595	94670	94540	94610	16397	57780	5
2019.03.08	12:20:00	94605	94785	94560	94720	13822	49608	5
2019.03.08	12:25:00	94720	94890	94720	94840	16308	63914	5
2019.03.08	12:30:00	94840	94970	94790	94850	19713	72632	5
2019.03.08	12:35:00	94845	95000	94825	94945	16167	60506	5
2019.03.08	12:40:00	94950	95105	94885	95090	16178	60840	5
2019.03.08	12:45:00	95085	95275	95085	95260	19864	71164	5
2019.03.08	12:50:00	95260	95265	95155	95190	12622	42291	5
2019.03.08	12:55:00	95190	95200	95035	95055	14642	51379	5
2019.03.08	13:00:00	95050	95115	95030	95045	9533	32715	5
2019.03.08	13:05:00	95050	95070	94975	95005	9081	32201	5
2019.03.08	13:10:00	95010	95175	94945	95055	20890	57790	5
2019.03.08	13:15:00	95055	95130	95010	95025	11295	30464	5
2019.03.08	13:20:00	95025	95035	94955	95030	11189	29870	5
2019.03.08	13:25:00	95030	95140	95010	95025	15984	45404	5
2019.03.08	13:30:00	95025	95095	95010	95020	8482	25336	5
2019.03.08	13:35:00	95015	95020	94900	94920	18130	52449	5
2019.03.08	13:40:00	94915	95010	94900	94995	9229	31178	5
2019.03.08	13:45:00	94995	95125	94990	95115	11431	37293	5
2019.03.08	13:50:00	95110	95375	95100	95320	22132	76068	5
2019.03.08	13:55:00	95320	95350	95100	95110	19245	68703	5
2019.03.08	14:00:00	95105	95120	95015	95035	12807	44155	5
2019.03.08	14:05:00	95030	95060	94950	95045	12821	40714	5
2019.03.08	14:10:00	95040	95110	95000	95095	12612	41852	5
2019.03.08	14:15:00	95095	95165	95080	95135	11280	39810	5
2019.03.08	14:20:00	95135	95235	95135	95205	13389	47388	5
2019.03.08	14:25:00	95205	95295	95175	95220	13816	47337	5
2019.03.08	14:30:00	95225	95300	95220	95225	9930	34949	5
2019.03.08	14:35:00	95225	95250	95150	95230	11932	40659	5
2019.03.08	14:40:00	95235	95325	95175	95270	14708	50631	5
2019.03.08	14:45:00	95275	95315	95225	95240	7466	33301	5
2019.03.08	14:50:00	95240	95295	95180	95185	8795	34416	5
2019.03.08	14:55:00	95185	95235	95120	95150	15456	44519	5
2019.03.08	15:00:00	95155	95185	95110	95120	8324	23665	5
2019.03.08	15:05:00	95125	95195	95060	95080	14003	40680	5
2019.03.08	15:10:00	95080	95225	95060	95205	13173	38574	5
2019.03.08	15:15:00	95205	95240	95145	95160	10584	31320	5
2019.03.08	15:20:00	95160	95185	95065	95075	7877	27523	5
2019.03.08	15:25:00	95075	95185	95060	95155	9585	33574	5
2019.03.08	15:30:00	95155	95190	95105	95145	8287	31473	5
2019.03.08	15:35:00	95150	95215	95115	95195	8234	31657	5
2019.03.08	15:40:00	95195	95285	95175	95260	9824	37437	5
2019.03.08	15:45:00	95255	95270	95185	95255	10641	41097	5
2019.03.08	15:50:00	95255	95315	95195	95215	11204	39888	5
2019.03.08	15:55:00	95210	95300	95205	95265	7570	27543	5
2019.03.08	16:00:00	95265	95305	95210	95260	8086	28539	5
2019.03.08	16:05:00	95260	95380	95260	95345	14634	57175	5
2019.03.08	16:10:00	95350	95485	95345	95415	17240	64643	5
2019.03.08	16:15:00	95420	95500	95400	95435	11680	46692	5
2019.03.08	16:20:00	95435	95460	95340	95405	11929	43069	5
2019.03.08	16:25:00	95405	95675	95405	95645	24302	90743	5
2019.03.08	16:30:00	95645	95750	95635	95700	16906	62973	5
2019.03.08	16:35:00	95700	95715	95575	95605	10984	42423	5
2019.03.08	16:40:00	95605	95730	95600	95670	13129	48582	5
2019.03.08	16:45:00	95670	95695	95585	95640	11705	43715	5
2019.03.08	16:50:00	95645	95700	95630	95655	6992	29114	5
2019.03.08	16:55:00	95650	95700	95610	95690	5875	24253	5
2019.03.08	17:00:00	95690	95885	95685	95850	19104	78115	5
2019.03.08	17:05:00	95850	95900	95765	95895	14577	64408	5
2019.03.08	17:10:00	95895	96095	95850	95990	18551	89009	5
2019.03.08	17:15:00	95995	96070	95925	95980	12025	48810	5
2019.03.08	17:20:00	95980	96055	95895	95910	9958	41571	5
2019.03.08	17:25:00	95915	96000	95895	95980	6838	29131	5
2019.03.08	17:30:00	95975	96035	95940	95980	6747	33447	5
2019.03.08	17:35:00	95985	96005	95910	95920	5383	23659	5
2019.03.08	17:40:00	95920	95950	95825	95860	8848	38278	5
2019.03.08	17:45:00	95865	95895	95800	95805	6445	29495	5
2019.03.08	17:50:00	95805	96000	95785	95975	10202	41892	5
2019.03.08	17:55:00	95970	95990	95875	95885	5151	22877	5
2019.03.08	18:00:00	95890	96000	95855	95980	4244	17596	5
2019.03.08	18:05:00	95985	96030	95930	95935	4093	18240	5
2019.03.11	09:00:00	96315	96480	96290	96370	12257	35360	5
2019.03.11	09:05:00	96370	96450	96330	96405	9192	27708	5
2019.03.11	09:10:00	96405	96530	96375	96490	13544	43590	5
2019.03.11	09:15:00	96490	96550	96475	96520	8348	27824	5
2019.03.11	09:20:00	96515	96530	96425	96425	9709	32439	5
2019.03.11	09:25:00	96430	96485	96385	96460	9101	33867	5
2019.03.11	09:30:00	96455	96475	96375	96395	13316	46956	5
2019.03.11	09:35:00	96390	96440	96330	96365	12863	42721	5
2019.03.11	09:40:00	96370	96450	96315	96395	14404	49127	5
2019.03.11	09:45:00	96390	96435	96370	96405	5754	19320	5
2019.03.11	09:50:00	96400	96430	96320	96380	9671	34543	5
2019.03.11	09:55:00	96380	96385	96265	96270	16174	48444	5
2019.03.11	10:00:00	96275	96360	96140	96355	30497	92068	5
2019.03.11	10:05:00	96355	96500	96320	96485	31252	94786	5
2019.03.11	10:10:00	96480	96635	96385	96600	28750	89854	5
2019.03.11	10:15:00	96600	96650	96520	96595	19587	60620	5
2019.03.11	10:20:00	96600	96640	96495	96625	15084	48404	5
2019.03.11	10:25:00	96625	96860	96625	96850	33282	103553	5
2019.03.11	10:30:00	96850	96975	96840	96930	28760	103103	5
2019.03.11	10:35:00	96930	97075	96925	97035	24289	82334	5
2019.03.11	10:40:00	97035	97230	97030	97135	28862	102369	5
2019.03.11	10:45:00	97130	97380	97130	97285	32557	112724	5
2019.03.11	10:50:00	97285	97400	97265	97385	20268	70896	5
2019.03.11	10:55:00	97390	97440	97320	97440	17012	61531	5
2019.03.11	11:00:00	97440	97495	97345	97440	21693	77891	5
2019.03.11	11:05:00	97450	97540	97410	97515	17472	67792	5
2019.03.11	11:10:00	97515	97540	97430	97445	11829	42329	5
2019.03.11	11:15:00	97445	97555	97430	97520	14520	53602	5
2019.03.11	11:20:00	97525	97600	97500	97570	13117	48129	5
2019.03.11	11:25:00	97565	97835	97565	97810	30160	118989	5
2019.03.11	11:30:00	97810	97880	97790	97865	16638	67796	5
2019.03.11	11:35:00	97865	97875	97735	97835	16416	63853	5
2019.03.11	11:40:00	97840	97925	97815	97830	20025	73732	5
2019.03.11	11:45:00	97830	97890	97765	97840	14772	54780	5
2019.03.11	11:50:00	97840	97950	97825	97935	17082	63571	5
2019.03.11	11:55:00	97940	98005	97890	97915	17693	68371	5
2019.03.11	12:00:00	97915	97930	97835	97870	11232	42679	5
2019.03.11	12:05:00	97870	97875	97790	97850	10407	42022	5
2019.03.11	12:10:00	97845	97950	97805	97920	13400	55625	5
2019.03.11	12:15:00	97920	98080	97905	98010	21098	90131	5
2019.03.11	12:20:00	98010	98030	97955	97985	9770	38801	5
2019.03.11	12:25:00	97985	98030	97905	98005	12340	48980	5
2019.03.11	12:30:00	98005	98095	97940	98045	15392	62285	5
2019.03.11	12:35:00	98050	98065	97910	97930	13846	52983	5
2019.03.11	12:40:00	97935	97955	97860	97925	13674	51177	5
2019.03.11	12:45:00	97920	97940	97860	97880	7496	30075	5
2019.03.11	12:50:00	97885	97985	97880	97945	10321	37871	5
2019.03.11	12:55:00	97950	98035	97945	98015	11027	40222	5
2019.03.11	13:00:00	98010	98090	97975	98005	15990	57933	5
2019.03.11	13:05:00	98010	98050	97970	97985	7313	31158	5
2019.03.11	13:10:00	97985	98000	97940	97990	7089	27667	5
2019.03.11	13:15:00	97990	98200	97950	98130	20437	76053	5
2019.03.11	13:20:00	98125	98185	98055	98075	14191	53016	5
2019.03.11	13:25:00	98075	98090	97975	97985	9425	36721	5
2019.03.11	13:30:00	97985	98040	97960	98015	10152	41867	5
2019.03.11	13:35:00	98020	98125	97995	98110	12646	48918	5
2019.03.11	13:40:00	98110	98160	98070	98135	10380	43814	5
2019.03.11	13:45:00	98140	98140	98035	98065	11464	41444	5
2019.03.11	13:50:00	98070	98175	98055	98165	10141	42771	5
2019.03.11	13:55:00	98160	98245	98140	98190	14994	66171	5
2019.03.11	14:00:00	98195	98200	98120	98155	10113	41087	5
2019.03.11	14:05:00	98155	98245	98135	98215	14125	57123	5
2019.03.11	14:10:00	98215	98365	98180	98285	23839	94301	5
2019.03.11	14:15:00	98285	98310	98250	98255	8278	33709	5
2019.03.11	14:20:00	98255	98310	98235	98280	7490	31063	5
2019.03.11	14:25:00	98275	98340	98270	98300	9584	40229	5
2019.03.11	14:30:00	98300	98335	98190	98325	18232	69108	5
2019.03.11	14:35:00	98325	98405	98265	98380	16923	72274	5
2019.03.11	14:40:00	98385	98435	98325	98370	13447	51279	5
2019.03.11	14:45:00	98365	98365	98300	98325	9340	38523	5
2019.03.11	14:50:00	98320	98370	98305	98345	6058	25878	5
2019.03.11	14:55:00	98350	98405	98340	98375	7064	31146	5
2019.03.11	15:00:00	98380	98400	98285	98300	11892	42773	5
2019.03.11	15:05:00	98305	98340	98275	98300	9343	36817	5
2019.03.11	15:10:00	98295	98330	98250	98330	10429	42163	5
2019.03.11	15:15:00	98330	98395	98280	98355	13149	52075	5
2019.03.11	15:20:00	98355	98465	98330	98445	14925	59296	5
2019.03.11	15:25:00	98445	98460	98400	98430	9073	34992	5
2019.03.11	15:30:00	98425	98470	98400	98410	10644	43990	5
2019.03.11	15:35:00	98410	98455	98370	98425	10960	44385	5
2019.03.11	15:40:00	98420	98445	98405	98410	5120	21071	5
2019.03.11	15:45:00	98405	98465	98380	98395	7908	33017	5
2019.03.11	15:50:00	98395	98420	98385	98400	4794	18214	5
2019.03.11	15:55:00	98395	98415	98350	98390	8116	32525	5
2019.03.11	16:00:00	98390	98405	98355	98390	5158	19486	5
2019.03.11	16:05:00	98390	98440	98380	98435	7649	31357	5
2019.03.11	16:10:00	98430	98470	98430	98455	6783	30917	5
2019.03.11	16:15:00	98455	98510	98455	98485	9815	41359	5
2019.03.11	16:20:00	98495	98500	98460	98490	5623	23777	5
2019.03.11	16:25:00	98495	98575	98475	98535	14652	63918	5
2019.03.11	16:30:00	98540	98565	98515	98520	6269	27396	5
2019.03.11	16:35:00	98520	98540	98510	98515	4450	22046	5
2019.03.11	16:40:00	98520	98520	98505	98515	3937	15050	5
2019.03.11	16:45:00	98515	98565	98500	98525	8293	34820	5
2019.03.11	16:50:00	98525	98545	98470	98490	11765	46698	5
2019.03.11	16:55:00	98485	98505	98420	98490	14721	54974	5
2019.03.11	17:00:00	98495	98495	98435	98480	6887	30593	5
2019.03.11	17:05:00	98480	98495	98460	98475	4244	15583	5
2019.03.11	17:10:00	98480	98485	98365	98375	9754	37368	5
2019.03.11	17:15:00	98375	98410	98340	98350	6255	24341	5
2019.03.11	17:20:00	98350	98455	98325	98410	9696	35256	5
2019.03.11	17:25:00	98415	98430	98390	98415	3208	11377	5
2019.03.11	17:30:00	98420	98430	98395	98415	2971	10506	5
2019.03.11	17:35:00	98420	98580	98415	98545	8207	33829	5
2019.03.11	17:40:00	98545	98710	98525	98540	12188	44880	5
2019.03.11	17:45:00	98545	98735	98520	98670	7816	33925	5
2019.03.11	17:50:00	98670	98690	98585	98600	3758	19209	5
2019.03.12	09:00:00	98340	98420	98245	98370	12666	39541	5
2019.03.12	09:05:00	98370	98470	98365	98445	10862	37014	5
2019.03.12	09:10:00	98450	98820	98440	98800	29855	101815	5
2019.03.12	09:15:00	98795	98950	98715	98720	26751	97201	5
2019.03.12	09:20:00	98720	98770	98655	98690	21539	74128	5
2019.03.12	09:25:00	98690	98870	98670	98830	15658	54423	5
2019.03.12	09:30:00	98830	98920	98815	98850	18217	63520	5
2019.03.12	09:35:00	98850	98945	98765	98815	23159	73386	5
2019.03.12	09:40:00	98815	98900	98745	98875	15740	47667	5
2019.03.12	09:45:00	98880	98890	98815	98875	9614	32189	5
2019.03.12	09:50:00	98875	98890	98795	98845	9045	30047	5
2019.03.12	09:55:00	98840	98850	98800	98820	6562	22284	5
2019.03.12	10:00:00	98815	98820	98535	98650	35020	100449	5
2019.03.12	10:05:00	98645	98700	98435	98485	39385	114152	5
2019.03.12	10:10:00	98490	98570	98370	98545	31779	100181	5
2019.03.12	10:15:00	98545	98635	98465	98600	23135	71674	5
2019.03.12	10:20:00	98600	98610	98315	98370	29471	91632	5
2019.03.12	10:25:00	98370	98375	98180	98200	34876	114904	5
2019.03.12	10:30:00	98200	98250	98035	98100	42222	141436	5
2019.03.12	10:35:00	98105	98260	98050	98205	28868	99577	5
2019.03.12	10:40:00	98210	98235	98070	98080	21539	79887	5
2019.03.12	10:45:00	98085	98205	98025	98165	28234	96890	5
2019.03.12	10:50:00	98160	98205	98050	98095	16883	60407	5
2019.03.12	10:55:00	98095	98260	98075	98210	21097	70161	5
2019.03.12	11:00:00	98210	98365	98175	98355	26015	84217	5
2019.03.12	11:05:00	98360	98590	98355	98440	34655	117128	5
2019.03.12	11:10:00	98440	98575	98405	98540	20166	75069	5
2019.03.12	11:15:00	98545	98620	98485	98520	21181	78380	5
2019.03.12	11:20:00	98525	98600	98515	98575	11697	45538	5
2019.03.12	11:25:00	98570	98615	98535	98565	11304	42932	5
2019.03.12	11:30:00	98570	98750	98570	98730	28320	91691	5
2019.03.12	11:35:00	98730	98735	98640	98660	16171	58734	5
2019.03.12	11:40:00	98655	98670	98440	98500	25815	84568	5
